('nteslogfe=1397602057', '126')
('acid=nx180013976015420007; umap=mtawnzoxmzk3njaxntqzoze6mtm5nzywmty0odsxmdazojezotc2mde2ndc7mtaxmtoxmzk3njaxnjq3ozewmdg6mtm5nzywmty0nzsxmda5ojezotc2mde2ndc7mtaxmdoxmzk3njaxnjq3ozewmtm6mtm5nzywmty0nzsxmdayojezotc2mde2ndk=; f1=b0wtnnlaaaaaqabdaeaageabaaaabaaaaeaagewbaaaaz9daaeaagea; fc=co3qtpofegyisbcijsi=; guid=mtm5nzywmjiwmtsxoje5a3jkymyxznbin2n1ojmw; c2=zebttfqfi09igah', 'advertising')
('azk=ue1-68fc24447f7d4a2ea5f8274782c9e216', 'adzerk')
('azk=ue1-68fc24447f7d4a2ea5f8274782c9e216', 'adzerk')
('azk=ue1-68fc24447f7d4a2ea5f8274782c9e216; azk-views=161739%3a1397602102', 'adzerk')
('azk=ue1-68fc24447f7d4a2ea5f8274782c9e216', 'adzerk')
('azk=ue1-68fc24447f7d4a2ea5f8274782c9e216', 'adzerk')
('__cfduid=dec745efee87e3e21904e4165f17b17a91397601520779', 'adzrk')
('__cfduid=dec745efee87e3e21904e4165f17b17a91397601520779', 'adzrk')
('__cfduid=dec745efee87e3e21904e4165f17b17a91397601520779', 'adzrk')
('ali_beacon_id=165.124.182.177.1397601536174.095720.1; ali_apache_id=165.124.182.177.1397601541908.054544.9; ali_apache_track=; xman_us_f=x_l=0; xman_f=qxcozob7kml8jj94l9papoiaqyf4mvurgt/zvtfwmvuee4w6imuvgyts85tevcm6aels2lrd3qkkmwjgnxsb6jkfi+joakotvp9ic9iitfw00mbpjvkjgw==; ali_ab=165.124.182.177.1397601541982.6; cna=j6luczchkjmcaav8trfawbs+; __utma=226363722.520911788.1397601549.1397601549.1397601549.1; __utmb=226363722.2.10.1397601549; __utmz=226363722.1397601549.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none)', 'alibaba')
('ali_beacon_id=165.124.182.177.1397601536174.095720.1; ali_apache_id=165.124.182.177.1397601541908.054544.9; ali_apache_track=; xman_us_f=x_l=0; xman_f=qxcozob7kml8jj94l9papoiaqyf4mvurgt/zvtfwmvuee4w6imuvgyts85tevcm6aels2lrd3qkkmwjgnxsb6jkfi+joakotvp9ic9iitfw00mbpjvkjgw==; ali_ab=165.124.182.177.1397601541982.6; cna=j6luczchkjmcaav8trfawbs+; __utma=226363722.520911788.1397601549.1397601549.1397601549.1; __utmb=226363722.2.10.1397601549; __utmz=226363722.1397601549.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); ali_apache_tracktmp=; acs_usuc_t=acs_rt=43004352542a48b28e56b1b1d03a757f; xman_t=nx2pboudclit2rklkcc0cyuywon2txue41kcknq9pok//uaig77jocnw6q8xnxh9; acs_t=h6pcylhphlio9ibpegfawhmzwrzgyxgps8fbrrfjjfuqu1xvxlpigmakmk8joqha', 'alibaba')
('ali_beacon_id=165.124.182.177.1397601536174.095720.1; ali_apache_id=165.124.182.177.1397601541908.054544.9; ali_apache_track=; xman_us_f=x_l=0; xman_f=qxcozob7kml8jj94l9papoiaqyf4mvurgt/zvtfwmvuee4w6imuvgyts85tevcm6aels2lrd3qkkmwjgnxsb6jkfi+joakotvp9ic9iitfw00mbpjvkjgw==; ali_ab=165.124.182.177.1397601541982.6; cna=j6luczchkjmcaav8trfawbs+; __utma=226363722.520911788.1397601549.1397601549.1397601549.1; __utmb=226363722.2.10.1397601549; __utmz=226363722.1397601549.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none)', 'alibaba')
('x-wl-uid=13k2ah/v8xh0clrpvyqi0/sl++vr0katqqsfie8bqvw3pd8aqqjmwj5n1r7wpu4bjnrjncdg/gk0=; session-id-time=2082787201l; session-id=177-0222416-9400575; ubid-main=192-1203308-3434832; csm-hit=44.07|1397601939382; session-token=b9wonhgkqjoyuwl5cjldsc3bedqbltrr0ycqoa1ypac05quh5lfpoprarg1w+s64djmfflanmexbg2a/iraecognghtunswjgag21govknzkhe/zhah+mfxeogiar3xdnv3ufyqk0mcqkrlj1hpsh5n49rg/nus8ccvcuyiiqpod05waahgr6gybdjtqxz0pxupav1dyyboipyu7ozukv6l3qj032vz6x/uaeejt9mx/mnj/ebkdtgddikauxvou; skin=noskin', 'amazon')
('ad-id=a7ffxcqhme6rvm9ldpgrubm; ad-privacy=0', 'amazon-adsystem')
('ad-id=a7ffxcqhme6rvm9ldpgrubm; ad-privacy=0', 'amazon-adsystem')
('ad-id=a7ffxcqhme6rvm9ldpgrubm; ad-privacy=0', 'amazon-adsystem')
('ad-id=a7ffxcqhme6rvm9ldpgrubm; ad-privacy=0', 'amazon-adsystem')
('ad-id=a7ffxcqhme6rvm9ldpgrubm; ad-privacy=0', 'amazon-adsystem')
('ad-id=a7ffxcqhme6rvm9ldpgrubm; ad-privacy=0', 'amazon-adsystem')
('ad-id=a7ffxcqhme6rvm9ldpgrubm; ad-privacy=0', 'amazon-adsystem')
('ad-id=a7ffxcqhme6rvm9ldpgrubm; ad-privacy=0', 'amazon-adsystem')
('ad-id=a7ffxcqhme6rvm9ldpgrubm; ad-privacy=0', 'amazon-adsystem')
('ad-id=a7ffxcqhme6rvm9ldpgrubm; ad-privacy=0', 'amazon-adsystem')
('ad-id=a7ffxcqhme6rvm9ldpgrubm; ad-privacy=0', 'amazon-adsystem')
('ad-id=a7ffxcqhme6rvm9ldpgrubm; ad-privacy=0', 'amazon-adsystem')
('ad-id=a7ffxcqhme6rvm9ldpgrubm; ad-privacy=0', 'amazon-adsystem')
('ad-id=a7ffxcqhme6rvm9ldpgrubm; ad-privacy=0', 'amazon-adsystem')
('ad-id=a7ffxcqhme6rvm9ldpgrubm; ad-privacy=0', 'amazon-adsystem')
('aa002=1397601461-3818945; muid=012793dc734e66d4074495c1704e66f5; atn=1.1397601462.542175996120161785.aylq2xnb5i26kdjgeim', 'atdmt')
('aa002=1397601461-3818945; muid=012793dc734e66d4074495c1704e66f5; atn=1.1397601462.542175996120161785.aylq2xnb5i26kdjgeim', 'atdmt')
('aa002=1397601461-3818945; muid=012793dc734e66d4074495c1704e66f5; atn=1.1397601462.542175996120161785.aylq2xnb5i26kdjgeim', 'atdmt')
('aa002=1397601461-3818945; muid=012793dc734e66d4074495c1704e66f5; atn=1.1397601462.542175996120161785.aylq2xnb5i26kdjgeim', 'atdmt')
('aa002=1397601461-3818945; muid=012793dc734e66d4074495c1704e66f5; atn=1.1397601462.542175996120161785.aylq2xnb5i26kdjgeim', 'atdmt')
('attacid=a3z0awq9mtlrcmrizjfmcgi3y3u=', 'atwola')
('cookie_aweber_referrer_id=99; affiliate_id_is_active=1; _ga=ga1.2.426535530.1397602334; _vis_opt_s=1%7c; _vis_opt_test_cookie=1; __utma=121506007.426535530.1397602334.1397602337.1397602337.1; __utmb=121506007.1.10.1397602337; __utmc=121506007; __utmz=121506007.1397602337.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none); awpopup_301994498_uniq=1', 'aweber')
('baiduid=f297766cfa8eae210af9d1bf7d65c13d:fg=1; h_ps_pssid=5819_5229_1422_6052_5225_4760_6017_5856_5919', 'baidu')
('baiduid=f297766cfa8eae210af9d1bf7d65c13d:fg=1; h_ps_pssid=5819_5229_1422_6052_5225_4760_6017_5856_5919', 'baidu')
('baiduid=f297766cfa8eae210af9d1bf7d65c13d:fg=1; hmaccount=e953e550b0b3d1c4; h_ps_pssid=5819_5229_1422_6052_5225_4760_6017_5856_5919', 'baidu')
('baiduid=f297766cfa8eae210af9d1bf7d65c13d:fg=1; hmaccount=e953e550b0b3d1c4; h_ps_pssid=5819_5229_1422_6052_5225_4760_6017_5856_5919', 'baidu')
('baiduid=f297766cfa8eae210af9d1bf7d65c13d:fg=1; hmaccount=e953e550b0b3d1c4; h_ps_pssid=5819_5229_1422_6052_5225_4760_6017_5856_5919', 'baidu')
('baiduid=f297766cfa8eae210af9d1bf7d65c13d:fg=1; h_ps_pssid=5819_5229_1422_6052_5225_4760_6017_5856_5919', 'baidu')
('baiduid=f297766cfa8eae210af9d1bf7d65c13d:fg=1; h_ps_pssid=5819_5229_1422_6052_5225_4760_6017_5856_5919', 'baidu')
('baiduid=f297766cfa8eae210af9d1bf7d65c13d:fg=1; hmaccount=e953e550b0b3d1c4; h_ps_pssid=5819_5229_1422_6052_5225_4760_6017_5856_5919', 'baidu')
('baiduid=f297766cfa8eae210af9d1bf7d65c13d:fg=1; hmaccount=e953e550b0b3d1c4; h_ps_pssid=5819_5229_1422_6052_5225_4760_6017_5856_5919', 'baidu')
('baiduid=f297766cfa8eae210af9d1bf7d65c13d:fg=1; hmaccount=e953e550b0b3d1c4; h_ps_pssid=5819_5229_1422_6052_5225_4760_6017_5856_5919', 'baidu')
('baiduid=f297766cfa8eae210af9d1bf7d65c13d:fg=1; hmaccount=e953e550b0b3d1c4; h_ps_pssid=5819_5229_1422_6052_5225_4760_6017_5856_5919', 'baidu')
('baiduid=f297766cfa8eae210af9d1bf7d65c13d:fg=1; h_ps_pssid=5819_5229_1422_6052_5225_4760_6017_5856_5919', 'baidu')
('baiduid=f297766cfa8eae210af9d1bf7d65c13d:fg=1; h_ps_pssid=5819_5229_1422_6052_5225_4760_6017_5856_5919', 'baidu')
('baiduid=f297766cfa8eae210af9d1bf7d65c13d:fg=1; h_ps_pssid=5819_5229_1422_6052_5225_4760_6017_5856_5919', 'baidu')
('baiduid=f297766cfa8eae210af9d1bf7d65c13d:fg=1; h_ps_pssid=5819_5229_1422_6052_5225_4760_6017_5856_5919', 'baidu')
('muid=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
('muid=0acca5ac94d4646836d9a3b195cb6487; muidb=0acca5ac94d4646836d9a3b195cb6487; srchd=sm=1&ms=3307597&d=3307597&af=noform; srchuid=v=2&guid=3da65a9bca554394997bb5d9ac42bf77; srchusr=autoredir=0&geovar=&dob=20140415; _rwbf=s=70&o=16; srchhpgusr=cw=705&ch=256; _idp=mw=1397601446; _hop=; _ss=sid=cf9f715c25fb4c9e986982403652bf1c&c=20&r=0&bim=156505; scrhdn=asd=0&durl=#; fbs=wts=1397601956277&cr=-1; wls=ts=63533198753', 'bing')
